left,right,label,scenario,trial,raw_reply,pred_label,latency_ms,,,,,
../images/me_1.png,../images/me_1.png,same,identical,0,same person,same,5076.0283,,,,,
../images/me_1.png,../images/me_1.png,same,identical,1,same person,same,4134.9964,,,,,
../images/me_1.png,../images/me_1.png,same,identical,2,same person,same,4110.7174,,,,,
../images/me_2.png,../images/me_2.png,same,identical,0,same person,same,4082.5716,,,,,
../images/me_2.png,../images/me_2.png,same,identical,1,same person,same,4095.7458,,,,,
../images/me_2.png,../images/me_2.png,same,identical,2,same person,same,4078.9541,,,,,
../images/me_3.png,../images/me_3.png,same,identical,0,same person,same,4146.6261,,,,,
../images/me_3.png,../images/me_3.png,same,identical,1,same person,same,4080.7929,,,,,
../images/me_3.png,../images/me_3.png,same,identical,2,same person,same,4049.9294,,,,TP,9
../images/me_1.png,../images/me_2.png,same,same_cross,0,different person,different,4096.595,,,,TN,186
../images/me_1.png,../images/me_2.png,same,same_cross,1,different person,different,4086.2929,,,,FP,39
../images/me_1.png,../images/me_2.png,same,same_cross,2,different person,different,4105.8847,,,,FN,9
../images/me_1.png,../images/me_3.png,same,same_cross,0,different person,different,4103.2173,,,,,
../images/me_1.png,../images/me_3.png,same,same_cross,1,different person,different,4063.6517,,,,Total,243
../images/me_1.png,../images/me_3.png,same,same_cross,2,different person,different,4094.9636,,,,,
../images/me_2.png,../images/me_3.png,same,same_cross,0,different person,different,4093.5922,,,,,
../images/me_2.png,../images/me_3.png,same,same_cross,1,different person,different,4104.9181,,,,,
../images/me_2.png,../images/me_3.png,same,same_cross,2,different person,different,4101.6377,,,,,
../images/me_1.png,../images/random1.png,diff,diff_self_vs_other,0,different person,different,4106.0374,,,,,
../images/me_1.png,../images/random1.png,diff,diff_self_vs_other,1,different person,different,4080.4333,,,,,
../images/me_1.png,../images/random1.png,diff,diff_self_vs_other,2,different person,different,4067.7829,,,,,
../images/me_1.png,../images/random2.png,diff,diff_self_vs_other,0,different person,different,4090.9801,,,,,
../images/me_1.png,../images/random2.png,diff,diff_self_vs_other,1,different person,different,4450.7921,,,,,
../images/me_1.png,../images/random2.png,diff,diff_self_vs_other,2,different person,different,4180.0408,,,,,
../images/me_1.png,../images/random3.png,diff,diff_self_vs_other,0,different person,different,4297.3842,,,,,
../images/me_1.png,../images/random3.png,diff,diff_self_vs_other,1,different person,different,4202.3068,,,,,
../images/me_1.png,../images/random3.png,diff,diff_self_vs_other,2,different person,different,4225.6634,,,,,
../images/me_1.png,../images/random4.png,diff,diff_self_vs_other,0,different person,different,4318.1176,,,,,
../images/me_1.png,../images/random4.png,diff,diff_self_vs_other,1,different person,different,4426.028,,,,,
../images/me_1.png,../images/random4.png,diff,diff_self_vs_other,2,different person,different,4723.0037,,,,,
../images/me_1.png,../images/random5.png,diff,diff_self_vs_other,0,different person,different,4526.7248,,,,,
../images/me_1.png,../images/random5.png,diff,diff_self_vs_other,1,different person,different,4933.1241,,,,,
../images/me_1.png,../images/random5.png,diff,diff_self_vs_other,2,different person,different,4242.3803,,,,,
../images/me_1.png,../images/random6.png,diff,diff_self_vs_other,0,different person,different,4181.3332,,,,,
../images/me_1.png,../images/random6.png,diff,diff_self_vs_other,1,different person,different,4543.7555,,,,,
../images/me_1.png,../images/random6.png,diff,diff_self_vs_other,2,different person,different,4756.0062,,,,,
../images/me_1.png,../images/random7.png,diff,diff_self_vs_other,0,same person,same,4154.7098,,,,,
../images/me_1.png,../images/random7.png,diff,diff_self_vs_other,1,same person,same,4146.6692,,,,,
../images/me_1.png,../images/random7.png,diff,diff_self_vs_other,2,same person,same,4284.1227,,,,,
../images/me_1.png,../images/random8.png,diff,diff_self_vs_other,0,different person,different,4187.9577,,,,,
../images/me_1.png,../images/random8.png,diff,diff_self_vs_other,1,different person,different,4298.8725,,,,,
../images/me_1.png,../images/random8.png,diff,diff_self_vs_other,2,different person,different,4193.2955,,,,,
../images/me_1.png,../images/random9.png,diff,diff_self_vs_other,0,different person,different,4669.829,,,,,
../images/me_1.png,../images/random9.png,diff,diff_self_vs_other,1,different person,different,4137.5862,,,,,
../images/me_1.png,../images/random9.png,diff,diff_self_vs_other,2,different person,different,4221.944,,,,,
../images/me_1.png,../images/random10.png,diff,diff_self_vs_other,0,different person,different,4229.5552,,,,,
../images/me_1.png,../images/random10.png,diff,diff_self_vs_other,1,different person,different,4265.2937,,,,,
../images/me_1.png,../images/random10.png,diff,diff_self_vs_other,2,different person,different,4133.9396,,,,,
../images/me_1.png,../images/random11.png,diff,diff_self_vs_other,0,different person,different,4099.317,,,,,
../images/me_1.png,../images/random11.png,diff,diff_self_vs_other,1,different person,different,4244.7094,,,,,
../images/me_1.png,../images/random11.png,diff,diff_self_vs_other,2,different person,different,4149.8568,,,,,
../images/me_1.png,../images/random12.png,diff,diff_self_vs_other,0,different person,different,4091.141,,,,,
../images/me_1.png,../images/random12.png,diff,diff_self_vs_other,1,different person,different,4117.0068,,,,,
../images/me_1.png,../images/random12.png,diff,diff_self_vs_other,2,different person,different,4209.241,,,,,
../images/me_1.png,../images/random13.png,diff,diff_self_vs_other,0,different person,different,4233.9759,,,,,
../images/me_1.png,../images/random13.png,diff,diff_self_vs_other,1,different person,different,4115.916,,,,,
../images/me_1.png,../images/random13.png,diff,diff_self_vs_other,2,different person,different,4224.1216,,,,,
../images/me_1.png,../images/random14.png,diff,diff_self_vs_other,0,same person,same,4184.2041,,,,,
../images/me_1.png,../images/random14.png,diff,diff_self_vs_other,1,same person,same,4168.4404,,,,,
../images/me_1.png,../images/random14.png,diff,diff_self_vs_other,2,same person,same,4364.2428,,,,,
../images/me_1.png,../images/random15.png,diff,diff_self_vs_other,0,different person,different,4132.9573,,,,,
../images/me_1.png,../images/random15.png,diff,diff_self_vs_other,1,different person,different,4136.8635,,,,,
../images/me_1.png,../images/random15.png,diff,diff_self_vs_other,2,different person,different,4129.0048,,,,,
../images/me_1.png,../images/random16.png,diff,diff_self_vs_other,0,different person,different,4142.8817,,,,,
../images/me_1.png,../images/random16.png,diff,diff_self_vs_other,1,different person,different,4145.177,,,,,
../images/me_1.png,../images/random16.png,diff,diff_self_vs_other,2,different person,different,4115.6584,,,,,
../images/me_1.png,../images/random17.png,diff,diff_self_vs_other,0,different person,different,4177.4426,,,,,
../images/me_1.png,../images/random17.png,diff,diff_self_vs_other,1,different person,different,4144.7013,,,,,
../images/me_1.png,../images/random17.png,diff,diff_self_vs_other,2,different person,different,4211.1145,,,,,
../images/me_1.png,../images/random18.png,diff,diff_self_vs_other,0,different person,different,4208.7988,,,,,
../images/me_1.png,../images/random18.png,diff,diff_self_vs_other,1,different person,different,4161.2557,,,,,
../images/me_1.png,../images/random18.png,diff,diff_self_vs_other,2,different person,different,4117.4949,,,,,
../images/me_1.png,../images/random19.png,diff,diff_self_vs_other,0,different person,different,4092.7652,,,,,
../images/me_1.png,../images/random19.png,diff,diff_self_vs_other,1,different person,different,4054.2495,,,,,
../images/me_1.png,../images/random19.png,diff,diff_self_vs_other,2,different person,different,4111.8302,,,,,
../images/me_1.png,../images/random20.png,diff,diff_self_vs_other,0,different person,different,4111.2089,,,,,
../images/me_1.png,../images/random20.png,diff,diff_self_vs_other,1,different person,different,4097.7695,,,,,
../images/me_1.png,../images/random20.png,diff,diff_self_vs_other,2,different person,different,4087.1765,,,,,
../images/me_1.png,../images/random21.png,diff,diff_self_vs_other,0,different person,different,4145.9302,,,,,
../images/me_1.png,../images/random21.png,diff,diff_self_vs_other,1,different person,different,4100.5075,,,,,
../images/me_1.png,../images/random21.png,diff,diff_self_vs_other,2,different person,different,4135.846,,,,,
../images/me_1.png,../images/random22.png,diff,diff_self_vs_other,0,different person,different,4110.1373,,,,,
../images/me_1.png,../images/random22.png,diff,diff_self_vs_other,1,different person,different,4119.9946,,,,,
../images/me_1.png,../images/random22.png,diff,diff_self_vs_other,2,different person,different,4147.8919,,,,,
../images/me_1.png,../images/random23.png,diff,diff_self_vs_other,0,different person,different,4088.5918,,,,,
../images/me_1.png,../images/random23.png,diff,diff_self_vs_other,1,different person,different,4090.573,,,,,
../images/me_1.png,../images/random23.png,diff,diff_self_vs_other,2,different person,different,4274.5973,,,,,
../images/me_1.png,../images/random24.png,diff,diff_self_vs_other,0,same person,same,4161.5302,,,,,
../images/me_1.png,../images/random24.png,diff,diff_self_vs_other,1,same person,same,4186.6397,,,,,
../images/me_1.png,../images/random24.png,diff,diff_self_vs_other,2,same person,same,4164.7315,,,,,
../images/me_1.png,../images/random25.png,diff,diff_self_vs_other,0,different person,different,4335.0993,,,,,
../images/me_1.png,../images/random25.png,diff,diff_self_vs_other,1,different person,different,4119.8171,,,,,
../images/me_1.png,../images/random25.png,diff,diff_self_vs_other,2,different person,different,4127.582,,,,,
../images/me_2.png,../images/random1.png,diff,diff_self_vs_other,0,different person,different,4095.3639,,,,,
../images/me_2.png,../images/random1.png,diff,diff_self_vs_other,1,different person,different,4070.9224,,,,,
../images/me_2.png,../images/random1.png,diff,diff_self_vs_other,2,different person,different,4081.9693,,,,,
../images/me_2.png,../images/random2.png,diff,diff_self_vs_other,0,different person,different,4092.9269,,,,,
../images/me_2.png,../images/random2.png,diff,diff_self_vs_other,1,different person,different,4121.6949,,,,,
../images/me_2.png,../images/random2.png,diff,diff_self_vs_other,2,different person,different,4098.6297,,,,,
../images/me_2.png,../images/random3.png,diff,diff_self_vs_other,0,different person,different,4092.7694,,,,,
../images/me_2.png,../images/random3.png,diff,diff_self_vs_other,1,different person,different,4123.4282,,,,,
../images/me_2.png,../images/random3.png,diff,diff_self_vs_other,2,different person,different,4086.892,,,,,
../images/me_2.png,../images/random4.png,diff,diff_self_vs_other,0,same person,same,4094.2215,,,,,
../images/me_2.png,../images/random4.png,diff,diff_self_vs_other,1,same person,same,4105.7255,,,,,
../images/me_2.png,../images/random4.png,diff,diff_self_vs_other,2,same person,same,4127.2339,,,,,
../images/me_2.png,../images/random5.png,diff,diff_self_vs_other,0,same person,same,4114.6005,,,,,
../images/me_2.png,../images/random5.png,diff,diff_self_vs_other,1,same person,same,4104.5037,,,,,
../images/me_2.png,../images/random5.png,diff,diff_self_vs_other,2,same person,same,4119.9185,,,,,
